"id","created_at","text","label"
"575736693820514304","Wed Mar 11 19:14:59 +0000 2015","Cyclone Nathan remains Cat 2, but conditions are deteriorating on the FNQ Coast as he enters the stalling phase... http://t.co/Ji9MGQ9BQB","Caution and advice"
"576324757471232000","Fri Mar 13 10:11:44 +0000 2015","“@abcNorthwestwa: Flooding in #Carnarvon #TCOlwyn #CycloneOlwyn http://t.co/crnfVwCzmK http://t.co/wLxCuLcMcj” #nogood #cyclone #allthatfood","Infrastructure and utilities"
"576344945780461568","Fri Mar 13 11:31:57 +0000 2015","Residents on remote islands have been alerted by text msgs from Vanuatu’s National Disaster Mmgt Office http://t.co/5YOjxEIw5X #CyclonePam","Caution and advice"
"576345598397259776","Fri Mar 13 11:34:33 +0000 2015","Photo: Eye of Cyclone Pam nears Vanuatu, winds at 160 mph - @bbcweather: Photo: Eye of Cyclone Pam nears Vanua... http://t.co/HJXJU02Qb9","Caution and advice"
"575736037986578433","Wed Mar 11 19:12:22 +0000 2015","#TCNathan: our first ever tropical cyclone @mycooktown heavy rain all night, waiting for first light","Other relevant information"
"576334008298115073","Fri Mar 13 10:48:30 +0000 2015","Huge cyclone bears down on tiny nation of Vanuatu http://t.co/BI45ZphS76 http://t.co/PtEzsOFCpE","Other relevant information"
"576331469775306752","Fri Mar 13 10:38:24 +0000 2015","Oxfam now preparing to respond to #CyclonePam after it unexpectedly veered west placing number of Vanuatu’s islands directly in eye of storm","Volunteer or professional services"
"576329137805127680","Fri Mar 13 10:29:08 +0000 2015","Talent : Misdirection, Cyclone Pass, Ignite Pass, Vanishing Drive, Phantom Shot #bot","Not related or irrelevant"
"576327226687246336","Fri Mar 13 10:21:33 +0000 2015","#TBH not feeling ok about the cyclone that's gonna be hitting Perth! 

#FeelingScared 😨😕","Not related or irrelevant"
"576348760432775168","Fri Mar 13 11:47:07 +0000 2015","For Sale: Mercury : Comet CYCLONE GT - 406 V-8 - 4SPD… http://t.co/bzBfmkgTLF #usa #classiccars #cars #carsforsale http://t.co/0gSVd7UAA3","Not related or irrelevant"
"575736502006603776","Wed Mar 11 19:14:13 +0000 2015","12/05:05 EST Tropical Cyclone Advice for TC Nathan http://t.co/s7VUHvvoM4","Caution and advice"
"576344514610200576","Fri Mar 13 11:30:14 +0000 2015","LATEST INFO Cat5 #CyclonePam #Pam hitting #PortVila, #Efate Island #Vanuatu 
https://t.co/zdD3oM6iAH #Pam #hurricane http://t.co/UJOFgPaHJR","Caution and advice"
"576333099790790656","Fri Mar 13 10:44:53 +0000 2015","For School buildings Repairs (Damaged in Hud Hud Cyclone) 50% amount released into SMC accounts.
-Gangadhar","Not related or irrelevant"
"576340146385121280","Fri Mar 13 11:12:53 +0000 2015","@natsforbes You’ll be starting to get rain from the cyclone that blew through here yesterday.","Not related or irrelevant"
"576344661335281664","Fri Mar 13 11:30:49 +0000 2015","Good luck Vanuatu.","Sympathy and emotional support"
"576352922419658752","Fri Mar 13 12:03:39 +0000 2015","Hope the folks in #Vanuatu keep safe and remain well.","Sympathy and emotional support"
"576330278009901056","Fri Mar 13 10:33:40 +0000 2015","250 to 270 km winds hitting Vanuatu tonight. @UNOCHA reporting #CyclonePam ""extremely destructive"" and those in its path ""in great danger.""","Caution and advice"
"576350021186142210","Fri Mar 13 11:52:07 +0000 2015","That said, be safe, Vanuatu.","Sympathy and emotional support"
"576353289903562752","Fri Mar 13 12:05:07 +0000 2015","See latest updates from #Vanuatu's weather service here: http://t.co/BQHVSg5cEr #TCPam #CyclonePam","Caution and advice"
"576341007366754304","Fri Mar 13 11:16:18 +0000 2015","If there is one place on Earth you don't want to be right now it's Port Vila, Vanuatu; unless you like getting destroyed by a Cat 5 cyclone.","Not related or irrelevant"
"576328281324175360","Fri Mar 13 10:25:44 +0000 2015","Wishing everyone at Vanuatu to stay safe. Especially #VanuatuRowing. #TC_Pam","Sympathy and emotional support"
"576335781024808960","Fri Mar 13 10:55:32 +0000 2015","Follow @Colincvr  @OxfamAustralia @HelenSzoke for news and updates on #tcpam #cyclonepam. Staka thoughts lo iufala fren ni vanuatu","Sympathy and emotional support"
"575736803677761536","Wed Mar 11 19:15:25 +0000 2015","Advice from BOM: Cyclone Nathan category 2, moving slowly southwest towards the coast #tcnathan #TCNathan #bigwet http://t.co/tfV7pfhPNJ","Caution and advice"
"576333430620704768","Fri Mar 13 10:46:12 +0000 2015","Chevron workers sleep on concrete floor as cyclone Olwyn rips through: Workers at Chevron's Wheatstone project in… http://t.co/jNFjqI6NZy","Not related or irrelevant"
"576346624508579840","Fri Mar 13 11:38:37 +0000 2015","Vanuatu Braces For Cyclone Pam http://t.co/m4JDnLMnBL","Caution and advice"
"576329516311818240","Fri Mar 13 10:30:39 +0000 2015","PORT VILA, Vanuatu (AP) — The small Pacific archipelago of Vanuatu is urging people to tak #green http://t.co/PcoFHuGL41","Caution and advice"
"576335718785527809","Fri Mar 13 10:55:17 +0000 2015","@PebblesHooper beware cyclone sausage!?","Not related or irrelevant"
"576352627451101184","Fri Mar 13 12:02:29 +0000 2015","@paulwaugh Taliban+Al-Qaeda wouldn't have grown if not for MI6/CIA Operation Cyclone~https://t.co/WP5ACChfwI Record Opium yield now~Why?","Not related or irrelevant"
"576334938183634944","Fri Mar 13 10:52:11 +0000 2015","#Sydney #Bendigo Pages - 12 March 2015—Further assistance for cyclone-affected Queensland communities: The Hon...  http://t.co/W0MnVS3JSK","Not related or irrelevant"
"576342510345158656","Fri Mar 13 11:22:17 +0000 2015","Amazing stuff:  #Vanuatu getting hit hard: http://t.co/jIALB1AQ9R #StaySafe #PortVilla","Caution and advice"
"576337672244981760","Fri Mar 13 11:03:03 +0000 2015","Cyclone Pam ploughs through Pacific http://t.co/SC6UaMOtyy","Other relevant information"
"576322420002463744","Fri Mar 13 10:02:27 +0000 2015","#TCOlwyn Just Been Downgraded To A Cat 2 Cyclone As It Approaches #SharkBay It Will Continue Weakening Overnight Down To Cat 1 At #Geraldton","Not related or irrelevant"
"575736452413136897","Wed Mar 11 19:14:01 +0000 2015","Tropical Cyclone Nathan now a Category Two, will strengthen further http://t.co/QJxHw3DEbS","Caution and advice"
"576345714390884352","Fri Mar 13 11:35:00 +0000 2015","The UN says people who didn't heed warnings could be worst off as #cyclonepam hits #vanuatu @unocha_rop Updates on #theworld #abcnews24","Sympathy and emotional support"
"576347489294417920","Fri Mar 13 11:42:04 +0000 2015","@HigginsStormCh thoughts and prayers with Vanuatu","Sympathy and emotional support"
"576351826422992896","Fri Mar 13 11:59:18 +0000 2015","[“BBC News”]Cyclone Pam bears down on South Pacificbbc.in [hahatitle=”""My hotel is shaking""”]  http://t.co/hodRQCt4Ny","Personal updates"
"576347728961110016","Fri Mar 13 11:43:01 +0000 2015","Hams, keep an ear open for YJ Vanuatu stns. Cyclone Pam making a mess. Try 20/15/10m, smaller antennas might survive.  #hamr #hamradio","Caution and advice"
"576328227607736320","Fri Mar 13 10:25:31 +0000 2015","the news is like Oh Fuck Cyclone! but then u check metservice forecast and its like yeah, few showers on sunday, no big deal","Not related or irrelevant"
"576339867702951936","Fri Mar 13 11:11:46 +0000 2015","Business interruption claims push cyclone Marcia damage bill higher: Insurance Council of Australia has said t... http://t.co/xc64KymnPR","Not related or irrelevant"
"576347885698195456","Fri Mar 13 11:43:38 +0000 2015","yeah so we're on a high alert for a cyclone coming my way so if I die, i want u at my funeral and I love u @alldaychubbyboy","Not related or irrelevant"
"576323042986475520","Fri Mar 13 10:04:55 +0000 2015","Stay safe, Vanuatu!","Sympathy and emotional support"
"576339094147457024","Fri Mar 13 11:08:42 +0000 2015","The posts on the Humans of Vanuatu page frankly look quite terrifying.","Not related or irrelevant"
"576351082286190593","Fri Mar 13 11:56:20 +0000 2015","Our thoughts are with you #Vanuatu hope you come out the other side of #TCPam okay! Listen to #radio #australia for updates!","Sympathy and emotional support"
"576332394363379712","Fri Mar 13 10:42:05 +0000 2015","Cyclone Rusty - Update 2 (03Z, 2/25) http://t.co/Sg0ziqrqxg","Not related or irrelevant"
"576327367645360128","Fri Mar 13 10:22:06 +0000 2015","#TCPam has strengthened to Cat 5 &amp; now threatens #Vanuatu. Evacuation alerts issued &amp; gusts of than 325km/h expected https://t.co/4JExVGJoXR","Caution and advice"
"576342630860124161","Fri Mar 13 11:22:45 +0000 2015","Govt. pushes for WB-aided cyclone-proof project http://t.co/KFRxrnL76c","Not related or irrelevant"
"576336570174689280","Fri Mar 13 10:58:40 +0000 2015","thoughts are with Vanuatu. what a monster. stay safe and strong. #CyclonePam","Sympathy and emotional support"
"576351003252916224","Fri Mar 13 11:56:01 +0000 2015","#WA #TropicalCyclone #Advice #TcJack #CTCorp  NUMBER 44 7:50 pm WST   TROPICAL CYCLONE ADVICE NUMBER 44
Issued at... http://t.co/G9kgwrFyWv","Caution and advice"
"576350072851451904","Fri Mar 13 11:52:20 +0000 2015","Cyclone Olwyn weakens but destructive winds still hitting coastal WA http://t.co/wiET2zSeCM #perthnews","Caution and advice"
"576349905524011009","Fri Mar 13 11:51:40 +0000 2015","Cyclone Pam ploughs through Pacific http://t.co/4ixNg0N0Hz","Other relevant information"
"576353522247159808","Fri Mar 13 12:06:02 +0000 2015","For #CyclonePam updates follow our Vanuatu Country Director @Colincvr. Media contact @Hohenboken To donate http://t.co/61wUjPURUf","Caution and advice"
"576343844427550720","Fri Mar 13 11:27:35 +0000 2015","Let's hope our Onion in Chief is as gung ho &amp; bolshie about sending troops to Vanuatu &amp; surrounds. Death Cult of another kind. #CyclonePam","Not related or irrelevant"
"576342027182456832","Fri Mar 13 11:20:21 +0000 2015","“@davekiwipom: @LeonAndJune have a great day were going to Tauranga for weekend before cyclone pam gets here...x” love Tauranga?","Not related or irrelevant"
"576353502957428736","Fri Mar 13 12:05:57 +0000 2015","#SouthPacific's #Vanuatu braces itself for #CyclonePam http://t.co/3vnCoOLSRZ","Caution and advice"
"576348116103790592","Fri Mar 13 11:44:33 +0000 2015","Nichola Krey @savechildrenaus Humanitarian Head &amp; former #Vanuatu County Director on @SkyNewsAust at 11pm on likely impact as #TCPam hits","Other relevant information"
"576351374952235008","Fri Mar 13 11:57:30 +0000 2015","Eyewall of Cat. 5 #Cyclone #Pam now lashing Efate Island, #Vanuatu, including the capital of Port Vila. http://t.co/MgZ3fo7imK","Other relevant information"
"576326787652784128","Fri Mar 13 10:19:48 +0000 2015","Cyclone Pam ploughs through Pacific http://t.co/ol48o6gzXw","Other relevant information"
"576323219445035009","Fri Mar 13 10:05:37 +0000 2015","Flooding in Vanuatu as cyclone hits maximum strength - Daily Mail http://t.co/CrPb0AjbGY #PrayForVhongNavarro","Sympathy and emotional support"
"576330789899657216","Fri Mar 13 10:35:42 +0000 2015","""Possibly windy."" “Cyclone possible.” #understatedescalation from BoM. #geraldton #midwestwa #TCOlwyn #westernaustr… http://t.co/GtZ3hllJfd","Not related or irrelevant"
"576337082072727552","Fri Mar 13 11:00:42 +0000 2015","Listening to FM107 for updates on #CyclonePam on http://t.co/ZHhCahKNvB #staysafe #vanuatu","Caution and advice"
"576345153520017408","Fri Mar 13 11:32:47 +0000 2015","Geraldton sunset pre-cyclone #Olwyn http://t.co/mIR2UZWZUb","Not related or irrelevant"
"576352337561849856","Fri Mar 13 12:01:20 +0000 2015","VIDEO: Cyclone Pam: 'My hotel is shaking' http://t.co/CAMoLg1TM2","Personal updates"
"576332040460718080","Fri Mar 13 10:40:40 +0000 2015","Team concerned not enough being done to evacuate children to safety as #CyclonePam heads towards #Vanuatu http://t.co/sZVrVVKjsG","Displaced people"
"576340056773955584","Fri Mar 13 11:12:32 +0000 2015","perth: Maybe it's the cyclone, but where's all the trees? http://t.co/j1tAa8Mwhn","Not related or irrelevant"
"576332956177817600","Fri Mar 13 10:44:19 +0000 2015","More like LAMEclone! Amirite?! 🙌 #gerostorm #cyclone #olwyn http://t.co/yXPiSoB273","Not related or irrelevant"
"576323529928388608","Fri Mar 13 10:06:51 +0000 2015","VIDEO: Cyclone Pam: 'My hotel is shaking' http://t.co/AAy5doZnDK","Personal updates"
"576343692736225280","Fri Mar 13 11:26:58 +0000 2015","Whenever it comes to public service, the country looks towards #BSNL. It has been proven during Kashmir floods and Andhra Cyclone.","Not related or irrelevant"
"576340057583411200","Fri Mar 13 11:12:32 +0000 2015","With Cyclone Olwyn wreaking havoc north of Perth, we are finally getting some much-needed rain. Yes, sunset has to... http://t.co/rfJW5ENpOU","Not related or irrelevant"
"576352044082196480","Fri Mar 13 12:00:10 +0000 2015","Help the victimes of #CyclonePAM . It's hitting South Pacific, Kiribati, Solomon Islands, #VANUATU
https://t.co/6zUWzkVCsn","Money"
"576325219536625665","Fri Mar 13 10:13:34 +0000 2015","Thinking of our friends. “@Oxfam: #CyclonePam Category 5 (165mph winds)red alert in Vanuatu http://t.co/nSk59kOaJT http://t.co/dIjXSh8Duo”","Sympathy and emotional support"
"576324911922204672","Fri Mar 13 10:12:21 +0000 2015","Residents Seek Shelter as Cyclone Pam Bears Down on VanuatuThe coastline near Melsisihcregan http://t.co/cS4WCedlAg","Displaced people"
"576322735011471360","Fri Mar 13 10:03:42 +0000 2015","#Cyclone #Cat3 #Olwyn @ Carnarvon Wa 6701 https://t.co/om1naY4Z1q","Not related or irrelevant"
"576326676537221120","Fri Mar 13 10:19:21 +0000 2015","Cyclone warning.  http://t.co/7VE3CZyy3H","Caution and advice"
"576328571620298752","Fri Mar 13 10:26:53 +0000 2015","Live updates: Super Cyclone Pam (with images, tweets) · UNICEFNZ · Storify - http://t.co/D7q22dwrdG","Caution and advice"
"576352009722294272","Fri Mar 13 12:00:01 +0000 2015","Stay safe #Vanuatu","Sympathy and emotional support"
"576337548403834880","Fri Mar 13 11:02:34 +0000 2015","Here's how the weather looks a thousand miles from a force five cyclone.. hope Vanuatu is OK... #cyclonepam #niue http://t.co/7jYXWehKQM","Not related or irrelevant"
"576352016462659584","Fri Mar 13 12:00:03 +0000 2015","At Virtues Cyclone Maryland Wells DeMarco For Are Higher Central","Not related or irrelevant"
"576343114463363072","Fri Mar 13 11:24:41 +0000 2015","Hang in there #Vanuatu.","Sympathy and emotional support"
"576335650397380608","Fri Mar 13 10:55:01 +0000 2015","15m waves with 250Km/h wind behind them, plus a 5m storm surge. Don't pray for Vanuatu, send cash to rebuild homes and roads.","Caution and advice"
"576428649282310144","Fri Mar 13 17:04:34 +0000 2015","Have Mercy, Pam http://t.co/dOG3lNGipv","Other relevant information"
"576432318283423744","Fri Mar 13 17:19:08 +0000 2015","MT @PacIsLiving 2hrs ago, #Vanuatu-Efate still feeling hurricane force winds. Some communication returning #TCPam #CyclonePam #hmrd via ^ac","Caution and advice"
"576426541883621377","Fri Mar 13 16:56:11 +0000 2015","mental illness parin bottomline hy. baka God's way of helping Pam :))) hi pam lol","Not related or irrelevant"
"576429486574469120","Fri Mar 13 17:07:53 +0000 2015","#TCPam #Vanuatu from @CNN Flimsy buildings, great concern for residents safety. 
http://t.co/mmLB1hhia6 #CylconePam","Other relevant information"
"576421558761160705","Fri Mar 13 16:36:23 +0000 2015","Flooding in Vanuatu as cyclone hits maximum strength | @scoopit http://t.co/nT5u6JnQQe","Other relevant information"
"576365144961339392","Fri Mar 13 12:52:13 +0000 2015","TROPICAL CYCLONE ADVICE NUMBER 26
Issued at 10:44 pm EST on Friday 13 March 2015
Headline:
Cyclone Nathan remains... http://t.co/DY4sQrOFbA","Caution and advice"
"576431148508831744","Fri Mar 13 17:14:30 +0000 2015","@PamCruickshank I'm so sorry you're not getting the support you need right now Pam, I understand it must be upsetting for you. ^AR","Not related or irrelevant"
"576359145173098496","Fri Mar 13 12:28:23 +0000 2015","Amazing pics of Super Cyclone #Pam http://t.co/GqN5gHSEXF","Caution and advice"
"576363439888547841","Fri Mar 13 12:45:27 +0000 2015","Cyclone Pam 'sounds like a freight train' - Herald Sun http://t.co/VCfeb6WhPP #Gabriela","Not related or irrelevant"
"576356091753185280","Fri Mar 13 12:16:15 +0000 2015","Cyclone!","Not related or irrelevant"
"576421746988982272","Fri Mar 13 16:37:08 +0000 2015","random s/o to mama pam just cause she's the best. #loveher http://t.co/d8EclaS8sH","Not related or irrelevant"
"576422707841097728","Fri Mar 13 16:40:57 +0000 2015","One of my favorite @McDanielCollege professors, Pam Regis (@mcd_romance) was quoted in this article! http://t.co/lh5gFwm0P6 @McDanielEnglish","Not related or irrelevant"
"576366241998319616","Fri Mar 13 12:56:35 +0000 2015","TROPICAL CYCLONE NATHAN ADVICE 

***************************************************************************... http://t.co/3wZvJ2QNCl","Caution and advice"
"576362132025032704","Fri Mar 13 12:40:15 +0000 2015","Shit scared for my brother who lives in a remote-ish coastal area of Vanuatu. If i get any sleep i really need to wake up to good news.","Sympathy and emotional support"
"576432415230402561","Fri Mar 13 17:19:32 +0000 2015","ENJOYING SUPER HIT CYCLONE OF ENTERTAINMENT AND ACTION
OF HIS MAJESTY EMPEROR SALMAN KHAN
OF YEAR 2004
GARV PRIDE AND HONOUR
ON UTV MOVIES","Not related or irrelevant"
"576429619722772480","Fri Mar 13 17:08:25 +0000 2015","'Cyclone PAM leaving a trail of devastation in Pacific Ocean http://t.co/CkHyTrXQvi","Other relevant information"
"576356177933529088","Fri Mar 13 12:16:35 +0000 2015","Bearcat game day and Cyclone game day! It doesn't get any better than that!","Not related or irrelevant"
"576364659403522048","Fri Mar 13 12:50:17 +0000 2015","#Vanuatu #TCPam #CyclonePam 
Direct hit http://t.co/8Bq0oRrt4H","Caution and advice"
"576355966876270593","Fri Mar 13 12:15:45 +0000 2015","#Cyclone Olwyn downgraded to category 2 as it continues to track down Australia's coast - @thewest_com_au http://t.co/yfFxsF9S8P","Not related or irrelevant"
"576365433600638978","Fri Mar 13 12:53:22 +0000 2015","""Very destructive winds &amp; very rough to phenomenal seas"" with #CyclonePam says Vanuatu Met Service with latest update http://t.co/M3oeX0J8Nw","Caution and advice"
"576429654187249664","Fri Mar 13 17:08:33 +0000 2015","The island nation of Vanuatu is getting slammed by a terrifying cyclone: Share
Tap image to zoomMSAT imager... http://t.co/EStqkhZ0Z4","Caution and advice"
"576421907672760320","Fri Mar 13 16:37:46 +0000 2015","'Cyclone PAM leaving a trail of devastation in Pacific Ocean http://t.co/ZxvBv3DYIL","Other relevant information"
"576357239948066816","Fri Mar 13 12:20:48 +0000 2015","OxfamInVanuatu: sad that it takes #CyclonePam for the world to notice vanuatu. Time for #VoiceForVanuatu now.","Sympathy and emotional support"
"576358462998724608","Fri Mar 13 12:25:40 +0000 2015","Thinking of you #Vanuatu stay safe!!🙏 #CyclonePam","Sympathy and emotional support"
"576424618853998592","Fri Mar 13 16:48:33 +0000 2015","Several homes and a school classroom were destroyed and crops were flooded ~Solomon Islands Broadcasting Corporation http://t.co/vJQDjc0Pbr","Infrastructure and utilities"
"576362544811528192","Fri Mar 13 12:41:53 +0000 2015","Cyclone Pam Hits Vanuatu: WELLNGTON, New Zealand (AP) -- An extremely powerful cyclone blew over islands in th... http://t.co/6VzFwf9waR","Caution and advice"
"576361469115158528","Fri Mar 13 12:37:37 +0000 2015","Cannot imagine what they're facing in Port Villa but hope&amp;pray no lives are lost and Cyclone Pam has mercy on them🙏👆 #jesustakethewheel","Sympathy and emotional support"
"576431420752683008","Fri Mar 13 17:15:34 +0000 2015","4.6 earthquake! Fri Mar 13 00:08:57 EET 2015 near 187km W of Ile Hunter, New Caledonia http://t.co/JCjLM511Nc","Not related or irrelevant"
"576430193348329473","Fri Mar 13 17:10:42 +0000 2015","Hey @bernier9 are you sure you want to marry me?! #CyclonePam #watchout http://t.co/5wj7AqcLQk","Not related or irrelevant"
"576428649710166016","Fri Mar 13 17:04:34 +0000 2015","Worst may be past for Port Vila - pressure suggests maybe not a direct hit, but bad; spare a thought for all Vanuatu http://t.co/aVIXXYBlJ3","Caution and advice"
"576363396406190080","Fri Mar 13 12:45:16 +0000 2015","I think we should all plan a holiday to Vanuatu to help their economy - when it's safe. #CyclonePam #TCPam #Vanuatu #StaySafe","Sympathy and emotional support"
"576427931930632192","Fri Mar 13 17:01:43 +0000 2015","Pum pum pam🎧","Not related or irrelevant"
"576423650808741888","Fri Mar 13 16:44:42 +0000 2015","Severe TC ""Pam"" is crossing Vanuatu with a central pressure of 899 hPa,
sustained winds of 250 km/hr knots close to the centre","Other relevant information"
"576364967093403648","Fri Mar 13 12:51:31 +0000 2015","@Colincvr Vanuatu has the most amazing people. Keep us posted on your response plans. Good luck &amp; stay safe.","Not related or irrelevant"
"576423752675684352","Fri Mar 13 16:45:06 +0000 2015","@toobachick We approve, Pam. This is how it's done.","Not related or irrelevant"
"576428271862202368","Fri Mar 13 17:03:04 +0000 2015","@KingTeeJay hell yea shit good so far. Pam as a Muslim is too funny.","Not related or irrelevant"
"576367369410465792","Fri Mar 13 13:01:03 +0000 2015","#CyclonePam: Flooding, destructive winds as category five storm bears down on Vanuatu http://t.co/QfDjm3lw0D","Other relevant information"
"576366648308862976","Fri Mar 13 12:58:11 +0000 2015","#South Pacific's #Vanuatu #Braces #Itself for #Cyclone Pam
http://t.co/wYfgXiW35C #Pacifics http://t.co/dRQ01QWJK2","Caution and advice"
"576359856522821633","Fri Mar 13 12:31:12 +0000 2015","Small Pacific nation of Vanuatu hit by powerful cyclone http://t.co/kzogqoMrHg","Caution and advice"
"576425382343258112","Fri Mar 13 16:51:35 +0000 2015","Playing Hunter Island https://t.co/sbknGGFQOk http://t.co/JhIwTo1T4y","Not related or irrelevant"
"576425272188207104","Fri Mar 13 16:51:09 +0000 2015","I refuse to watch the episodes of the office where Jim and Pam are not together or fighting bc I'll cry.","Not related or irrelevant"
"576354332553011200","Fri Mar 13 12:09:15 +0000 2015","Prayers for Vanuatu.🙏","Sympathy and emotional support"
"576425858430205952","Fri Mar 13 16:53:28 +0000 2015","Scary! Keep safe #Vanuatu #CyclonePam #TCPam http://t.co/rTr1Dggbdy","Sympathy and emotional support"
